slug,pre_year,post_year,omega_alive_km,omega_demolished_km,omega_pct_demolished,omega_n_demolished,access_pre_m,access_post_m,access_change_pct,n_landmarks
kansas_city,1955,1975,207.3,9.0,4.34,46,2388.4,2378.3,-0.42,24
