slug,grade,color,area_km2,alive_km,demolished_km,pct_demolished,n_demolished,pre_intersection_density,pre_link_node_ratio,pre_median_block_m
kansas_city,A,green,10.09,27.9,0.0,0.0,0,8.6,1.187,102.3
kansas_city,B,blue,16.82,26.3,0.0,0.0,0,5.5,1.273,100.8
kansas_city,C,yellow,61.48,104.1,0.0,0.0,0,4.6,1.141,114.1
kansas_city,D,red,95.68,398.5,9.07,2.28,46,15.8,1.382,105.1
