slug,pre_year,post_year,omega_alive_km,omega_demolished_km,omega_pct_demolished,omega_n_demolished,access_pre_m,access_post_m,access_change_pct,n_landmarks
detroit,1958,1975,91.9,25.05,27.25,110,2559.3,2632.9,2.88,24
