GEOID,dtf_A,dtf_B,dtf_pool,abs_diff,energy_rhat
17031730100,0.002948960302457504,0.0029584352078239062,0.0034390139819766574,9.474905366402275e-06,1.1825125282108153
17031814600,0.004397793813932016,0.002254964205179899,0.004964094655164009,0.002142829608752117,1.303424662309089
17031834200,0.014930985666253727,0.022236599333860463,0.02199961656441718,0.007305613667606736,1.5667853759934371
17043841707,0.6408919070288435,0.7337767256603915,0.7302602063705698,0.09288481863154807,1.8679565082110061
17051950900,0.8501449177675924,0.8566457898399443,0.8573582221017684,0.006500872072351949,1.8980751850628146
17197881009,0.7812090790048014,0.7395200765522063,0.7828976034858388,0.0416890024525951,1.7554355330545193
18089040200,0.01580394500896598,0.017798318501401234,0.01913236369136151,0.001994373492435253,1.382049481932214
21029020501,0.9399237876846294,0.9306705828110858,0.9405046751175143,0.00925320487354353,1.9158138579156752
21067004205,0.0620015048908954,0.028794490456259036,0.06428248076052512,0.03320701443463636,2.285684532538804
22045030301,0.8161355165626701,0.7895737419546943,0.820284441890533,0.02656177460797582,1.5434993591829937
22071003307,0.27977103138096693,0.23581160819654534,0.2895250144973378,0.04395942318442159,1.4280466829247969
24009860502,0.9464598490972783,0.9468405388201696,0.9485989168096344,0.000380689722891292,1.5864490169821734
25025070202,0.006141137469090396,0.007777462390008427,0.008393353371519363,0.0016363249209180308,1.3817164075433084
26017280600,0.00955907264895206,0.012253199722194852,0.011800731944133225,0.0026941270732427913,1.4382867035648512
26081011804,0.6433114442654773,0.721233789587256,0.7230060831361946,0.07792234532177877,1.587717020823123
26093741602,0.2195517405817835,0.36333000037032925,0.3662332768042208,0.14377825978854575,3.8579768400627255
26099226102,0.8954401202605645,0.9141853462696554,0.9165770729740627,0.0187452260090909,1.8899042656519396
26125162100,0.3501503071493923,0.28007957458204213,0.3724300940998082,0.07007073256735019,3.8229568839227874
26145000700,0.017298988127680714,0.01406694737832559,0.017666920296747102,0.003232040749355125,1.1572757635465434
26163542100,0.004472812552888006,0.005819013751771851,0.005926697416059112,0.0013462011988838452,1.8510299054900954
26163556800,0.6040124109724279,0.5288300928709828,0.6024604326491119,0.07518231810144504,1.8847274455933312
26163576001,0.004304425900496511,0.0035404680707051828,0.003922286431503719,0.0007639578297913285,1.225653774411601
27053008100,0.015568383437039368,0.018630067352903956,0.018762108697868984,0.003061683915864588,1.1633895778332133
27053100700,0.001696949629568234,0.001633662273439751,0.0019000905857139427,6.328735612848302e-05,1.7354848492667787
27053100800,0.0023392083748292603,0.0026173202314262456,0.0026315182013342264,0.00027811185659698534,1.5906827213595802
27053101200,0.004882965617650226,0.005386678056999106,0.006755795761626993,0.0005037124393488801,1.4335860381355698
27053108700,0.006829609986741092,0.007831950207468852,0.007350616503319696,0.0010023402207277599,1.318912899449549
27123035000,0.011097146829959659,0.007875610929625965,0.010622887493964117,0.003221535900333694,1.349630698013721
27123035500,0.0068497076693797565,0.00782746273628121,0.008216374269005677,0.0009777550669014534,1.4030613745534375
27123041400,0.5860459578521252,0.569935069501418,0.5985462345090562,0.016110888350707175,1.337818316798624
27145000303,0.012951776389884206,0.011863543788187214,0.011383649404017593,0.0010882326016969923,1.3907361816203243
28159950300,0.7556982457385104,0.7514029564741308,0.7629168257052639,0.004295289264379609,1.2677766997250202
29075960100,0.45976470588235296,0.4539305452445763,0.4801366263794009,0.005834160637776642,1.3865589747930722
30111001100,0.4525710328376584,0.4117531020061942,0.4584229599054318,0.04081793083146423,1.2993767094117308
30111940001,0.47090112640800996,0.4435138987883107,0.47660629278048505,0.02738722761969925,1.2297568229239786
32003005607,0.7490411872602969,0.7723710663439052,0.7757829235948179,0.023329879083608285,2.0793599433435452
32031003508,0.28775110355734945,0.29907955798271935,0.3228676343741528,0.011328454425369894,1.1753607839359645
33011001600,0.007514200565475471,0.006987733762316539,0.008064104527127025,0.0005264668031589315,1.5688198607118689
33015100402,0.8403778040141676,0.8388827548133324,0.8484536259509213,0.0014950492008352079,1.6432645680286568
33017081200,0.644634033027833,0.65907534624815,0.6729770262339977,0.014441313220317054,1.4921512104383354
34017002400,0.0011139240506329307,0.0011034917632221086,0.0016595980084823658,1.0432287410822028e-05,1.264061141502004
34017005600,0.0026316655153131308,0.0013990905911156482,0.0026200583709208303,0.0012325749241974826,1.404400871339112
34017016800,0.0030030865055752365,0.0018192844147968401,0.003219003219003258,0.0011838020907783964,1.3771195970347374
34037372600,0.844708408831622,0.8380540166204986,0.849616368286445,0.0066543922111234055,1.385939768885121
34039032902,0.8553363425808524,0.8284780546087078,0.8569809725158563,0.026858287972144623,1.6605778462384857
36005018302,0.005494061565807562,0.007974973563623533,0.0076305040621212905,0.002480911997815971,1.2680693502773566
36005023301,0.004687197365872531,0.009270891998440445,0.009144887964287252,0.004583694632567914,1.2479044151041134
36005026400,0.001993387786853318,0.0018724770196001383,0.0019132492510637311,0.00012091076725317951,1.1866424906189912
36047006500,0.003898875482229336,0.0028187639198217207,0.004194251408363825,0.0010801115624076152,1.066784054818695
36047013200,0.005960045620102328,0.006807178479123377,0.00878298542733369,0.0008471328590210492,1.264149305056137
36047016200,0.060984960188735005,0.07570119411274645,0.08068994033906307,0.014716233924011446,1.0384612112235077
36047026000,0.0032161623482513946,0.005700087693656819,0.005983878146481381,0.0024839253454054244,1.3816412368684405
36047026100,0.003106084740363113,0.0038506979390015017,0.0036263544215309196,0.0007446131986383886,1.1909965954562765
36047029400,0.16106707677747545,0.11786579038395018,0.1687000175121125,0.04320128639352527,1.3091091505062042
36047049500,0.003958514765259991,0.004453681710213875,0.005632600810753119,0.0004951669449538842,1.3552125565856892
36047052700,0.005324283089952364,0.003980276837165286,0.006755621281887558,0.0013440062527870777,1.088893752050659
36047054900,0.0013751104999508712,0.0007193026995006013,0.0014303329223180894,0.0006558078004502699,1.3361110692905451
36047089400,0.00275283754023381,0.005719643694327203,0.006334756698418764,0.002966806154093393,1.409593778964699
36047112800,0.003026165258146696,0.0028003261139272206,0.0026655654002103457,0.00022583914421947515,1.2524008498078798
36047115000,0.0010203409913763783,0.0015815219390193924,0.0019047619047619646,0.0005611809476430141,1.658771629514795
36061000800,0.007001977657811853,0.008409033383018794,0.008324690977380422,0.0014070557252069404,1.3631055127233014
36061001402,0.006376896576999136,0.0071480447995107,0.007650021143274399,0.000771148222511564,1.060374649492859
36061003001,0.0033676575351337945,0.004262330312690299,0.003914105142200586,0.0008946727775565044,1.0838278219201976
36061004700,0.004329467101395146,0.0036585717166479625,0.004370453434543897,0.0006708953847471832,1.0870434475608304
36061005502,0.0021814576103124095,0.003917359806815068,0.004522572482300036,0.0017359021965026589,1.1110341112097624
36061006800,0.004385964912280826,0.00407312978048624,0.00493258796448548,0.00031283513179458655,1.0622122228892688
36061007100,0.011821486391544678,0.007730798760954061,0.012415902140672785,0.004090687630590617,1.2229429525201272
36061007200,0.010584723018003062,0.007742703990470612,0.011353658905809971,0.0028420190275324497,1.1179001648139089
36061011203,0.02486240273296636,0.01512451450765362,0.02386117136659438,0.00973788822531274,1.283074014757033
36061011402,0.009623414323776225,0.009589326662497455,0.010572536982563996,3.408766127876994e-05,1.135284298333738
36061013100,0.02082488666101512,0.012898625875032321,0.020091827364554615,0.007926260785982797,1.3773757115076548
36061015801,0.009249909116613497,0.011802575107296098,0.01021186440677968,0.002552665990682601,1.619388246765447
36061016001,0.007090585068062039,0.006611893583724493,0.008527934964533301,0.0004786914843375456,1.201707434804401
36061022000,0.007858971123688607,0.006526021999671783,0.008734914338762834,0.0013329491240168245,1.4136164250436303
36081001600,0.002277002277002338,0.0019297750164738448,0.00143892031358539,0.0003472272605284932,1.0536753005332207
36081004002,0.018258472514999347,0.020678981856498413,0.022789685794785797,0.0024205093414990664,1.5007703194836521
36081011400,0.0019196260902223372,0.0020431617928745593,0.00232813529540965,0.00012353570265222213,1.1427795006644348
36081013000,0.004584973398503278,0.0048653191207042035,0.00529844797674317,0.00028034572220092535,1.332172993308813
36081015600,0.0015116904058047886,0.004212231672741984,0.0038422131147540783,0.0027005412669371953,1.24439216048602
36081018402,0.005518159048215399,0.004238390898613109,0.005416012558869809,0.0012797681496022895,1.4901918009797237
36081018502,0.01625098193244301,0.012162039967447358,0.01457311089303237,0.0040889419649956515,1.4450779778998608
36081019600,0.004569217470053011,0.003615876219306924,0.0038219235615287728,0.000953341250746087,1.478428393205383
36081036700,0.0028786182632337676,0.002989486412952158,0.0034051424600417546,0.00011086814971839054,1.0680764156623557
36081051600,0.002495580742435277,0.001887292232302551,0.0020590493473859883,0.0006082885101327262,1.342989013423816
36081067100,0.0024468334331154695,0.0033049447057328374,0.0031085666917078925,0.0008581112726173679,1.3175989093552614
36081069702,0.0005568524983401435,0.0013339591413256136,0.0013629824074308239,0.00077710664298547,1.176856568984696
36081071100,0.022480572344887095,0.01926168415514573,0.02363087269217612,0.0032188881897413646,1.216462132650335
36081112900,0.0015268729641694234,0.0012191991786446588,0.0012785956182181923,0.00030767378552476465,1.1198290795325483
36081141700,0.010857869509928508,0.011435671180080043,0.01350139760561142,0.0005778016701515343,1.2274985907213134
37081016010,0.8565181307456589,0.8489228334956183,0.8594074526572999,0.0075952972500406,1.703258814941203
38015010400,0.28887594641817116,0.2711888243015188,0.2912048192771084,0.017687122116652354,1.416213289967375
39035114800,0.10265068806174782,0.10295775000626117,0.1142605451342108,0.0003070619445133538,1.4733318448458765
39049004302,0.7378571043795228,0.7328432717099127,0.7531622890314258,0.0050138326696100854,1.3193456146082887
39095007004,0.9270662032720183,0.9220401102947473,0.9270710690214146,0.005026092977270968,1.9401137551238277
39153530402,0.584857261067439,0.5537325313992572,0.5834554360112195,0.031124729668181805,1.2707734609630004
40121486000,0.812983289955113,0.7955696426674221,0.8202210545388657,0.017413647287690903,1.6984809281071738
40143006902,0.28687989556135773,0.2767388029540361,0.2989999625454137,0.010141092607321656,1.5046866156075314
41035971500,0.6779075654563865,0.7239590467059307,0.7345504384038235,0.04605148124954417,1.4354660649551452
41051001203,0.011418392080133066,0.009197180677325001,0.011061751640140005,0.0022212114028080654,1.5646891023367746
42011011101,0.4760363257147824,0.4835942909472649,0.4950745473908412,0.007557965232482533,2.087144062706046
42091205906,0.7380355321319279,0.7606098154622295,0.7822157562932592,0.022574283330301648,3.503543404119959
42101036202,0.8493872800711988,0.8398998218307728,0.8548310650687251,0.009487458240425961,1.2182783306123284
42101036203,0.6403874890503427,0.6669077757685353,0.6715517464591803,0.02652028671819262,1.2937355134908817
42101036302,0.8255876514350383,0.8218408900083963,0.8399872528017279,0.003746761426641987,1.2323741414894582
45051030104,0.7225614393429087,0.7712836181207801,0.7807880822816564,0.04872217877787133,1.9760271491168673
45051060101,0.8378155684237028,0.8514457908572162,0.8509111811291834,0.013630222433513417,1.3308313320168366
47037018203,0.884962028820039,0.8840297170556931,0.8864304743452237,0.0009323117643459389,1.5286954804909412
47093005602,0.8937305556649471,0.9009454273144248,0.9039359068835856,0.007214871649477761,1.907062290327153
47095960200,0.7330828466202894,0.6989855746859004,0.740551267113312,0.03409727193438905,1.190494563529925
48061012617,0.4633387646274626,0.44624440179142677,0.4729404764856088,0.017094362836035826,1.4023320904250252
48061014102,0.9072794328272701,0.9284067446662079,0.9291244894334931,0.02112731183893779,1.2195603960491843
48113013725,0.7244035318429457,0.6731247376408667,0.7287453183520599,0.05127879420207904,1.2066979088350944
48201533200,0.4340272439346884,0.45335529993233503,0.4728101693891724,0.019328055997646643,1.5279546407745923
48215020727,0.909565768832816,0.9060498101593992,0.9103589983461686,0.003515958673416808,1.690204906020138
48353950300,0.6965956457181702,0.681509821634164,0.7105179198128257,0.015085824084006272,1.831237089967073
51161030803,0.6746316880862249,0.6779589085553086,0.6915636754433101,0.003327220469083736,1.4570754227129157
51550020300,0.8059061225271463,0.7712303955872062,0.8027755384083841,0.034675726939940144,1.630876548554414
51660000207,0.6261309465901352,0.6740044764739159,0.6697087474171013,0.047873529883780686,2.501920335803245
51760020600,0.011238309800120527,0.012033911407735798,0.013870024030926742,0.0007956016076152705,1.657613893524183
51760020700,0.015323762896578441,0.01421336840043641,0.016485454011166745,0.001110394496142031,1.325820176099147
53033007302,0.024165900158876097,0.023866099172258903,0.029887571144194935,0.00029980098661719357,1.4885317257809336
53033029004,0.4534964717283988,0.482124430955994,0.48923029174425825,0.0286279592275952,1.278544169944724
53073001202,0.6804477062798939,0.6862256408052769,0.7240032019516658,0.0057779345253829995,1.401383042916605
55079004200,0.03580115536637285,0.0395635410629237,0.04426711029086838,0.0037623856965508518,1.8768984393969177
55079005300,0.02226741492045503,0.015755958823085225,0.023854511100614095,0.0065114560973698055,1.2556290789878881
55079005700,0.005971181556195915,0.008964975192808367,0.008843470570895184,0.002993793636612452,1.1914793436622002
55079015800,0.007728879058297111,0.007147828880441298,0.00926024198683939,0.000581050177855813,1.1140198770813154
55079017400,0.009197792529792914,0.010728756491468316,0.01182141627453237,0.0015309639616754023,1.2214183596563801
55079185800,0.009429187864582023,0.008832416518168351,0.011177031465197551,0.0005967713464136715,1.5110571568430546
55087011700,0.7067612999626447,0.7288737345331834,0.7289986676951126,0.022112434570538686,1.4041292447299554
56037970902,0.6755540603053114,0.6613660062565172,0.6845784553187906,0.014188054048794196,1.532590392656406
56037971000,0.8999914052428019,0.8963894070677662,0.9020879468522619,0.0036019981750357033,1.4737057433702088
72031050811,0.8393180013180351,0.861520142219837,0.8640212351320475,0.022202140901801837,1.0833472363876244
72069180800,0.9381674246252316,0.9510185397116044,0.9515411586163588,0.012851115086372822,1.6270675121387022
