slug,pair,decade,metric,tau,se,t,p,n,n_seg,y_mean,h
chicago,B-C,1940,link_node_ratio,-0.013526899352579683,0.012040216525437445,-1.1234764195478806,0.26304209114847044,884,150,1.0619686317316532,250.0
chicago,B-C,1940,connected_node_ratio,-0.04174902811708467,0.023857839634721326,-1.749908154145086,0.08219278679660419,883,150,0.589728106344611,250.0
chicago,B-C,1940,intersection_density,0.8891331475075948,2.841033588743771,0.31296115295164306,0.7547477990915359,884,150,75.62198523399152,250.0
chicago,B-C,1940,median_block_length_ft,-11.134491452830117,5.818235993189902,-1.913722899150663,0.05757301468510263,884,150,258.25882858240277,250.0
chicago,B-C,1940,walking_circuity,-0.00017273387768330117,0.014508635869651385,-0.011905590521064725,0.9905168635858547,884,150,1.2552001808850553,250.0
chicago,B-C,1940,pedshed_reach,-0.00011310456948893156,9.460569872901599e-05,-1.195536537528282,0.2337767257007823,884,150,0.003008452835020005,250.0
chicago,B-C,1960,link_node_ratio,-0.013526899352579683,0.012040216525437445,-1.1234764195478806,0.26304209114847044,884,150,1.0619686317316532,250.0
chicago,B-C,1960,connected_node_ratio,-0.04174902811708467,0.023857839634721326,-1.749908154145086,0.08219278679660419,883,150,0.589728106344611,250.0
chicago,B-C,1960,intersection_density,0.8891331475075948,2.841033588743771,0.31296115295164306,0.7547477990915359,884,150,75.62198523399152,250.0
chicago,B-C,1960,median_block_length_ft,-11.134491452830117,5.818235993189902,-1.913722899150663,0.05757301468510263,884,150,258.25882858240277,250.0
chicago,B-C,1960,walking_circuity,0.0005386923303603309,0.013197152974358098,0.04081882898584288,0.9674949731514463,884,150,1.2556140619303353,250.0
chicago,B-C,1960,pedshed_reach,-0.00011310456948893156,9.460569872901599e-05,-1.195536537528282,0.2337767257007823,884,150,0.003008452835020005,250.0
chicago,B-C,1980,link_node_ratio,-0.013526899352579683,0.012040216525437445,-1.1234764195478806,0.26304209114847044,884,150,1.0619686317316532,250.0
chicago,B-C,1980,connected_node_ratio,-0.04174902811708467,0.023857839634721326,-1.749908154145086,0.08219278679660419,883,150,0.589728106344611,250.0
chicago,B-C,1980,intersection_density,0.8891331475075948,2.841033588743771,0.31296115295164306,0.7547477990915359,884,150,75.62198523399152,250.0
chicago,B-C,1980,median_block_length_ft,-11.134491452830117,5.818235993189902,-1.913722899150663,0.05757301468510263,884,150,258.25882858240277,250.0
chicago,B-C,1980,walking_circuity,-0.00830470503835422,0.012761802495346558,-0.6507470274189272,0.5162120420834337,884,150,1.2550920130822498,250.0
chicago,B-C,1980,pedshed_reach,-0.00011310456948893156,9.460569872901599e-05,-1.195536537528282,0.2337767257007823,884,150,0.003008452835020005,250.0
chicago,B-C,2000,link_node_ratio,-0.013526899352579683,0.012040216525437445,-1.1234764195478806,0.26304209114847044,884,150,1.0619686317316532,250.0
chicago,B-C,2000,connected_node_ratio,-0.04174902811708467,0.023857839634721326,-1.749908154145086,0.08219278679660419,883,150,0.589728106344611,250.0
chicago,B-C,2000,intersection_density,0.8891331475075948,2.841033588743771,0.31296115295164306,0.7547477990915359,884,150,75.62198523399152,250.0
chicago,B-C,2000,median_block_length_ft,-11.134491452830117,5.818235993189902,-1.913722899150663,0.05757301468510263,884,150,258.25882858240277,250.0
chicago,B-C,2000,walking_circuity,-0.0015519874309174232,0.014785993236803003,-0.10496335322638026,0.9165460530619871,884,150,1.2563806059917002,250.0
chicago,B-C,2000,pedshed_reach,-0.00011310456948893156,9.460569872901599e-05,-1.195536537528282,0.2337767257007823,884,150,0.003008452835020005,250.0
chicago,B-C,2020,link_node_ratio,-0.013526899352579683,0.012040216525437445,-1.1234764195478806,0.26304209114847044,884,150,1.0619686317316532,250.0
chicago,B-C,2020,connected_node_ratio,-0.04174902811708467,0.023857839634721326,-1.749908154145086,0.08219278679660419,883,150,0.589728106344611,250.0
chicago,B-C,2020,intersection_density,0.8891331475075948,2.841033588743771,0.31296115295164306,0.7547477990915359,884,150,75.62198523399152,250.0
chicago,B-C,2020,median_block_length_ft,-11.134491452830117,5.818235993189902,-1.913722899150663,0.05757301468510263,884,150,258.25882858240277,250.0
chicago,B-C,2020,walking_circuity,0.0035818898203265133,0.015182116102026617,0.23592823268216062,0.8138123481852302,884,150,1.258490989725541,250.0
chicago,B-C,2020,pedshed_reach,-0.00011310456948893156,9.460569872901599e-05,-1.195536537528282,0.2337767257007823,884,150,0.003008452835020005,250.0
chicago,C-D,1940,link_node_ratio,-0.004952837299168236,0.008818543935502325,-0.5616388981438023,0.5752058813345753,895,150,1.0683259953729352,250.0
chicago,C-D,1940,connected_node_ratio,-0.012283362241725786,0.020395302159685838,-0.6022642932942452,0.5479136510907139,895,150,0.5751004053568337,250.0
chicago,C-D,1940,intersection_density,-0.050949421965177086,2.7422460121281036,-0.01857944974296383,0.9852014528917403,895,150,89.9325791001317,250.0
chicago,C-D,1940,median_block_length_ft,-1.8849166306198224,4.550093444608161,-0.41425888359577306,0.6792802687704966,895,150,206.50834833362484,250.0
chicago,C-D,1940,walking_circuity,0.001543818301105325,0.01623454873933117,0.09509462356444452,0.9243674376474403,895,150,1.2852080291003782,250.0
chicago,C-D,1940,pedshed_reach,-3.89222923875716e-05,8.858043187104622e-05,-0.439400571496806,0.6610079105658679,895,150,0.003388453873669209,250.0
chicago,C-D,1960,link_node_ratio,-0.004952837299168236,0.008818543935502325,-0.5616388981438023,0.5752058813345753,895,150,1.0683259953729352,250.0
chicago,C-D,1960,connected_node_ratio,-0.012283362241725786,0.020395302159685838,-0.6022642932942452,0.5479136510907139,895,150,0.5751004053568337,250.0
chicago,C-D,1960,intersection_density,-0.050949421965177086,2.7422460121281036,-0.01857944974296383,0.9852014528917403,895,150,89.9325791001317,250.0
chicago,C-D,1960,median_block_length_ft,-1.8849166306198224,4.550093444608161,-0.41425888359577306,0.6792802687704966,895,150,206.50834833362484,250.0
chicago,C-D,1960,walking_circuity,-0.02125199707993528,0.012740377207470763,-1.668082250145108,0.09739960248349296,895,150,1.2860340447734888,250.0
chicago,C-D,1960,pedshed_reach,-3.89222923875716e-05,8.858043187104622e-05,-0.439400571496806,0.6610079105658679,895,150,0.003388453873669209,250.0
chicago,C-D,1980,link_node_ratio,-0.004952837299168236,0.008818543935502325,-0.5616388981438023,0.5752058813345753,895,150,1.0683259953729352,250.0
