GEOID,n_nodes,n_edges_dir,orientation_entropy,link_node_ratio,dead_end_frac,n_intersections,circuity_avg,reach_mean,reach_gini,n_reach_sources,uoi_connectivity,uoi_efficiency,uoi_accessibility,uoi_equity,status
06075012404,47,130,2.13011129676373,1.3829787234042554,0.06382978723404255,30,1.002835064944533,46.0,-3.0235861096174475e-16,47,1.3829787234042554,0.9971729499260281,46.0,1.0000000000000002,ok
06075012405,424,1184,2.341232756049523,1.3962264150943395,0.2358490566037736,307,1.0155259826042693,385.0,0.050156847424558296,424,1.3962264150943395,0.9847113881178563,385.0,0.9498431525754417,ok
06075012406,89,220,1.9661197672287627,1.2359550561797752,0.2808988764044944,52,1.004925795176271,84.08988764044943,0.022204673340579774,89,1.2359550561797752,0.9950983493508524,84.08988764044943,0.9777953266594203,ok
06075012502,66,170,2.544278808389147,1.2878787878787878,0.18181818181818182,44,1.022693365399141,65.0,0.0,66,1.2878787878787878,0.9778101959326937,65.0,1.0,ok
06075012503,127,356,2.802699090262439,1.4015748031496063,0.14960629921259844,93,1.0242356766927672,126.0,0.0,127,1.4015748031496063,0.9763377929081483,126.0,1.0,ok
06075012504,53,138,2.6331283668519716,1.3018867924528301,0.18867924528301888,34,1.0071846018748645,52.0,0.0,53,1.3018867924528301,0.9928666484162979,52.0,1.0,ok
06075012601,117,348,2.572061005882274,1.4871794871794872,0.11965811965811966,95,1.0199349972191702,116.0,0.0,117,1.4871794871794872,0.9804546394882786,116.0,1.0,ok
06075012602,500,1318,3.0570841117878906,1.318,0.25,353,1.1002596628785641,243.436,0.19102055571074128,500,1.318,0.9088763623159111,243.436,0.8089794442892587,ok
06075012700,333,958,2.750508799901459,1.4384384384384385,0.17117117117117117,251,1.0328650866384388,243.2972972972973,0.13050330935245383,333,1.4384384384384385,0.9681806587679312,243.2972972972973,0.8694966906475462,ok
06075012801,176,546,2.0582665560052704,1.5511363636363635,0.13636363636363635,135,1.0352436567407726,168.48863636363637,0.025650763042851823,176,1.5511363636363635,0.9659561722389789,168.48863636363637,0.9743492369571481,ok
